点号,相对时间(微秒),  1:010AUA(V),  2:010AUB(V),  3:010AUC(V),  4:010AU0(V),  5:010BIA(A),  6:010BIB(A),  7:010BIC(A),  8:010BI0(A)
809,47424.000,5.130000,-1.040000,-6.050000,-0.650000,3.710000,-0.170000,-1.280000,0.750000
810,47580.000,5.000000,-0.760000,-6.230000,-0.660000,3.650000,-0.070000,-1.330000,0.750000
811,47736.000,4.850000,-0.460000,-6.390000,-0.660000,3.570000,0.030000,-1.370000,0.740000
812,47892.000,4.670000,-0.180000,-6.530000,-0.680000,3.490000,0.130000,-1.410000,0.730000
813,48048.000,4.500000,0.100000,-6.670000,-0.690000,3.430000,0.230000,-1.430000,0.740000
814,48204.000,4.300000,0.410000,-6.780000,-0.690000,3.370000,0.330000,-1.470000,0.740000
815,48360.000,4.090000,0.730000,-6.890000,-0.690000,3.310000,0.410000,-1.500000,0.740000
816,48516.000,3.840000,1.030000,-6.960000,-0.690000,3.260000,0.490000,-1.530000,0.740000
817,48672.000,3.600000,1.320000,-7.000000,-0.690000,3.240000,0.560000,-1.570000,0.740000
818,48828.000,3.330000,1.580000,-7.010000,-0.700000,3.210000,0.610000,-1.610000,0.730000
819,48984.000,3.050000,1.890000,-7.010000,-0.690000,3.200000,0.660000,-1.640000,0.740000
820,49140.000,2.750000,2.180000,-7.000000,-0.690000,3.190000,0.690000,-1.670000,0.730000
821,49296.000,2.460000,2.450000,-6.980000,-0.690000,3.160000,0.750000,-1.700000,0.730000
822,49452.000,2.170000,2.680000,-6.940000,-0.690000,3.120000,0.810000,-1.710000,0.740000
823,49608.000,1.890000,2.900000,-6.880000,-0.690000,3.070000,0.870000,-1.740000,0.730000
824,49764.000,1.620000,3.110000,-6.830000,-0.700000,3.000000,0.950000,-1.750000,0.730000
825,49920.000,1.330000,3.330000,-6.770000,-0.700000,2.920000,1.030000,-1.750000,0.730000
826,50076.000,1.040000,3.570000,-6.710000,-0.700000,2.820000,1.110000,-1.740000,0.730000
827,50232.000,0.740000,3.770000,-6.630000,-0.700000,2.710000,1.210000,-1.720000,0.730000
828,50388.000,0.440000,3.990000,-6.530000,-0.700000,2.600000,1.290000,-1.690000,0.730000
829,50544.000,0.110000,4.190000,-6.390000,-0.690000,2.470000,1.370000,-1.660000,0.720000
830,50700.000,-0.200000,4.360000,-6.260000,-0.700000,2.350000,1.440000,-1.600000,0.730000
831,50856.000,-0.550000,4.550000,-6.100000,-0.700000,2.220000,1.500000,-1.540000,0.720000
832,51012.000,-0.890000,4.750000,-5.940000,-0.690000,2.100000,1.550000,-1.480000,0.720000
833,51168.000,-1.220000,4.900000,-5.770000,-0.690000,1.980000,1.590000,-1.410000,0.720000
834,51324.000,-1.520000,5.050000,-5.590000,-0.680000,1.890000,1.630000,-1.340000,0.720000
835,51480.000,-1.860000,5.180000,-5.380000,-0.680000,1.810000,1.650000,-1.290000,0.720000
836,51636.000,-2.190000,5.300000,-5.170000,-0.680000,1.740000,1.680000,-1.270000,0.710000
837,51792.000,-2.520000,5.400000,-4.920000,-0.680000,1.670000,1.720000,-1.230000,0.720000
838,51948.000,-2.820000,5.470000,-4.680000,-0.670000,1.610000,1.760000,-1.200000,0.720000
839,52104.000,-3.110000,5.480000,-4.410000,-0.680000,1.540000,1.790000,-1.180000,0.710000
840,52260.000,-3.400000,5.460000,-4.120000,-0.680000,1.470000,1.830000,-1.150000,0.710000
841,52416.000,-3.680000,5.450000,-3.830000,-0.680000,1.410000,1.850000,-1.120000,0.710000
842,52572.000,-3.950000,5.420000,-3.530000,-0.680000,1.340000,1.870000,-1.070000,0.710000
843,52728.000,-4.210000,5.410000,-3.230000,-0.670000,1.250000,1.890000,-1.010000,0.710000
844,52884.000,-4.480000,5.380000,-2.960000,-0.680000,1.160000,1.910000,-0.940000,0.710000
845,53040.000,-4.700000,5.350000,-2.680000,-0.670000,1.060000,1.940000,-0.880000,0.700000
846,53196.000,-4.940000,5.310000,-2.400000,-0.670000,0.970000,1.970000,-0.820000,0.700000
847,53352.000,-5.160000,5.280000,-2.100000,-0.660000,0.890000,1.980000,-0.740000,0.710000
848,53508.000,-5.390000,5.200000,-1.800000,-0.660000,0.800000,1.980000,-0.670000,0.700000
849,53664.000,-5.600000,5.130000,-1.500000,-0.650000,0.740000,1.970000,-0.590000,0.700000
850,53820.000,-5.810000,5.030000,-1.190000,-0.650000,0.680000,1.930000,-0.510000,0.700000
851,53976.000,-6.040000,4.940000,-0.880000,-0.660000,0.630000,1.890000,-0.430000,0.690000
852,54132.000,-5.190000,4.420000,-0.990000,-0.580000,0.370000,1.900000,-0.260000,0.670000
853,54288.000,-5.360000,4.930000,-0.200000,-0.210000,-1.560000,1.870000,-0.040000,0.090000
854,54444.000,-5.330000,4.850000,0.160000,-0.100000,-3.510000,0.990000,-0.650000,-1.050000
855,54600.000,-5.060000,5.070000,0.750000,0.250000,-5.570000,0.780000,-0.660000,-1.810000
856,54756.000,-4.860000,5.150000,1.320000,0.530000,-7.410000,0.670000,-0.610000,-2.450000
857,54912.000,-4.600000,5.160000,1.800000,0.780000,-8.920000,0.650000,-0.540000,-2.930000
858,55068.000,-4.460000,5.590000,2.650000,1.260000,-9.640000,1.010000,-0.090000,-2.900000
859,55224.000,-4.380000,5.790000,3.370000,1.590000,-9.640000,1.170000,0.140000,-2.770000
860,55380.000,-4.260000,6.060000,4.090000,1.960000,-9.640000,1.470000,0.520000,-2.550000
861,55536.000,-4.220000,6.290000,4.790000,2.280000,-9.640000,1.690000,0.860000,-2.360000
862,55692.000,-4.140000,6.370000,5.380000,2.530000,-9.280000,1.820000,1.090000,-2.120000
863,55848.000,-4.000000,6.390000,5.960000,2.780000,-8.050000,1.930000,1.350000,-1.590000
864,56004.000,-3.880000,6.300000,6.330000,2.910000,-6.500000,1.940000,1.490000,-1.020000
865,56160.000,-3.780000,6.140000,6.660000,3.000000,-4.880000,1.980000,1.640000,-0.420000
866,56316.000,-3.740000,5.930000,6.840000,3.010000,-3.210000,2.010000,1.770000,0.190000
867,56472.000,-3.500000,5.610000,6.980000,3.030000,-1.760000,2.040000,1.920000,0.730000
868,56628.000,-3.740000,5.510000,7.380000,3.050000,-0.840000,1.920000,1.950000,1.010000
869,56784.000,-3.730000,4.900000,7.310000,2.820000,0.390000,1.530000,1.770000,1.230000
870,56940.000,-3.650000,4.560000,7.400000,2.770000,1.340000,1.590000,2.000000,1.640000
871,57096.000,-3.700000,3.940000,7.350000,2.530000,2.230000,1.370000,2.010000,1.870000
872,57252.000,-3.680000,3.420000,7.360000,2.360000,2.840000,1.260000,2.070000,2.050000
873,57408.000,-3.720000,2.940000,7.400000,2.200000,3.320000,1.130000,2.100000,2.180000
874,57564.000,-3.740000,2.270000,7.330000,1.950000,3.770000,0.910000,2.000000,2.220000
875,57720.000,-3.770000,1.670000,7.310000,1.730000,3.980000,0.780000,1.970000,2.240000
876,57876.000,-3.810000,1.050000,7.240000,1.490000,4.100000,0.590000,1.860000,2.180000
877,58032.000,-3.810000,0.510000,7.190000,1.290000,4.100000,0.420000,1.770000,2.090000
878,58188.000,-3.800000,-0.010000,7.140000,1.110000,4.010000,0.250000,1.670000,1.970000
879,58344.000,-3.740000,-0.570000,7.050000,0.910000,3.860000,0.070000,1.540000,1.820000
880,58500.000,-3.670000,-1.090000,6.970000,0.730000,3.590000,-0.080000,1.460000,1.650000
881,58656.000,-3.560000,-1.590000,6.860000,0.570000,3.270000,-0.240000,1.370000,1.460000
882,58812.000,-3.420000,-2.030000,6.740000,0.430000,2.920000,-0.360000,1.340000,1.300000
883,58968.000,-3.240000,-2.460000,6.600000,0.300000,2.540000,-0.440000,1.330000,1.140000
884,59124.000,-3.060000,-2.890000,6.490000,0.180000,2.160000,-0.530000,1.340000,0.990000
885,59280.000,-2.870000,-3.260000,6.370000,0.080000,1.830000,-0.600000,1.370000,0.860000
886,59436.000,-2.660000,-3.580000,6.240000,0.000000,1.520000,-0.670000,1.400000,0.750000
887,59592.000,-2.500000,-3.880000,6.140000,-0.080000,1.250000,-0.750000,1.420000,0.640000
888,59748.000,-2.320000,-4.190000,6.010000,-0.160000,1.120000,-0.810000,1.420000,0.570000
889,59904.000,-2.150000,-4.490000,5.900000,-0.240000,1.090000,-0.810000,1.460000,0.580000
890,60060.000,-1.950000,-4.790000,5.780000,-0.320000,1.150000,-0.800000,1.490000,0.610000
891,60216.000,-1.760000,-5.060000,5.640000,-0.390000,1.210000,-0.820000,1.500000,0.630000
892,60372.000,-1.540000,-5.340000,5.500000,-0.460000,1.280000,-0.860000,1.470000,0.630000
893,60528.000,-1.340000,-5.600000,5.330000,-0.530000,1.360000,-0.920000,1.420000,0.620000
894,60684.000,-1.110000,-5.850000,5.140000,-0.600000,1.470000,-1.020000,1.360000,0.600000
895,60840.000,-0.860000,-6.110000,4.940000,-0.670000,1.600000,-1.100000,1.290000,0.590000
896,60996.000,-0.580000,-6.350000,4.710000,-0.740000,1.750000,-1.170000,1.240000,0.600000
897,61152.000,-0.310000,-6.600000,4.490000,-0.800000,1.870000,-1.230000,1.210000,0.610000
898,61308.000,-0.050000,-6.820000,4.250000,-0.870000,1.950000,-1.280000,1.160000,0.610000
899,61464.000,0.200000,-7.020000,4.010000,-0.930000,2.000000,-1.330000,1.140000,0.600000
900,61620.000,0.470000,-7.210000,3.750000,-0.990000,2.040000,-1.370000,1.110000,0.590000
901,61776.000,0.740000,-7.360000,3.470000,-1.050000,2.090000,-1.390000,1.090000,0.590000
902,61932.000,0.990000,-7.480000,3.180000,-1.100000,2.130000,-1.410000,1.080000,0.600000
903,62088.000,1.210000,-7.530000,2.890000,-1.140000,2.180000,-1.430000,1.050000,0.600000
904,62244.000,1.430000,-7.560000,2.580000,-1.180000,2.230000,-1.440000,1.010000,0.600000
905,62400.000,1.660000,-7.600000,2.260000,-1.220000,2.270000,-1.440000,0.950000,0.590000
906,62556.000,1.890000,-7.620000,1.940000,-1.260000,2.320000,-1.430000,0.880000,0.590000
907,62712.000,2.120000,-7.620000,1.620000,-1.290000,2.380000,-1.420000,0.810000,0.590000
908,62868.000,2.330000,-7.650000,1.320000,-1.330000,2.440000,-1.420000,0.740000,0.580000
909,63024.000,2.490000,-7.620000,1.000000,-1.370000,2.530000,-1.440000,0.680000,0.590000
910,63180.000,2.690000,-7.600000,0.710000,-1.400000,2.580000,-1.450000,0.630000,0.580000
911,63336.000,2.890000,-7.560000,0.380000,-1.430000,2.660000,-1.470000,0.580000,0.590000
912,63492.000,3.080000,-7.510000,0.060000,-1.450000,2.710000,-1.480000,0.530000,0.580000
913,63648.000,3.260000,-7.430000,-0.270000,-1.480000,2.770000,-1.480000,0.470000,0.580000
914,63804.000,3.450000,-7.370000,-0.580000,-1.500000,2.810000,-1.470000,0.420000,0.580000
915,63960.000,3.640000,-7.280000,-0.910000,-1.510000,2.850000,-1.440000,0.350000,0.580000
916,64116.000,3.810000,-7.160000,-1.240000,-1.530000,2.880000,-1.400000,0.290000,0.590000
917,64272.000,3.980000,-7.030000,-1.570000,-1.540000,2.920000,-1.370000,0.200000,0.580000
918,64428.000,4.140000,-6.870000,-1.910000,-1.540000,2.950000,-1.310000,0.120000,0.580000
919,64584.000,4.280000,-6.700000,-2.210000,-1.540000,2.970000,-1.250000,0.040000,0.580000
920,64740.000,4.400000,-6.520000,-2.530000,-1.550000,2.990000,-1.190000,-0.030000,0.590000
921,64896.000,4.530000,-6.340000,-2.860000,-1.550000,3.010000,-1.150000,-0.090000,0.590000
922,65052.000,4.650000,-6.130000,-3.170000,-1.550000,3.030000,-1.110000,-0.150000,0.590000
923,65208.000,4.740000,-5.920000,-3.440000,-1.540000,3.060000,-1.080000,-0.220000,0.580000
924,65364.000,4.780000,-5.650000,-3.720000,-1.530000,3.090000,-1.050000,-0.290000,0.580000
925,65520.000,4.810000,-5.370000,-3.960000,-1.500000,3.120000,-1.030000,-0.340000,0.580000
926,65676.000,4.830000,-5.040000,-4.230000,-1.480000,3.140000,-0.990000,-0.400000,0.580000
927,65832.000,4.850000,-4.750000,-4.490000,-1.460000,3.160000,-0.960000,-0.450000,0.580000
928,65988.000,4.860000,-4.430000,-4.730000,-1.430000,3.180000,-0.910000,-0.520000,0.580000
929,66144.000,4.860000,-4.140000,-4.950000,-1.410000,3.200000,-0.860000,-0.580000,0.580000
930,66300.000,4.840000,-3.840000,-5.160000,-1.380000,3.210000,-0.810000,-0.650000,0.580000
931,66456.000,4.830000,-3.540000,-5.350000,-1.350000,3.220000,-0.760000,-0.710000,0.580000
932,66612.000,4.820000,-3.230000,-5.570000,-1.320000,3.220000,-0.710000,-0.770000,0.580000
933,66768.000,4.780000,-2.900000,-5.780000,-1.300000,3.210000,-0.650000,-0.810000,0.580000
934,66924.000,4.730000,-2.580000,-5.940000,-1.260000,3.190000,-0.580000,-0.860000,0.580000
935,67080.000,4.660000,-2.240000,-6.110000,-1.230000,3.140000,-0.500000,-0.890000,0.580000
936,67236.000,4.600000,-1.910000,-6.270000,-1.190000,3.090000,-0.420000,-0.920000,0.580000
937,67392.000,4.510000,-1.570000,-6.410000,-1.150000,3.030000,-0.330000,-0.950000,0.580000
938,67548.000,4.420000,-1.220000,-6.540000,-1.110000,2.970000,-0.240000,-0.990000,0.580000
939,67704.000,4.300000,-0.830000,-6.690000,-1.070000,2.920000,-0.140000,-1.020000,0.580000
940,67860.000,4.150000,-0.480000,-6.780000,-1.030000,2.880000,-0.060000,-1.060000,0.580000
941,68016.000,4.020000,-0.120000,-6.860000,-0.980000,2.830000,0.010000,-1.110000,0.570000
942,68172.000,3.860000,0.240000,-6.920000,-0.940000,2.800000,0.080000,-1.140000,0.580000
943,68328.000,3.680000,0.610000,-6.970000,-0.890000,2.760000,0.140000,-1.180000,0.570000
944,68484.000,3.500000,0.960000,-6.990000,-0.840000,2.740000,0.200000,-1.200000,0.580000
945,68640.000,3.290000,1.300000,-6.990000,-0.800000,2.710000,0.250000,-1.230000,0.570000
946,68796.000,3.080000,1.630000,-6.960000,-0.750000,2.700000,0.290000,-1.250000,0.580000
947,68952.000,2.870000,1.980000,-6.920000,-0.690000,2.680000,0.330000,-1.270000,0.580000
948,69108.000,2.630000,2.330000,-6.870000,-0.630000,2.660000,0.370000,-1.290000,0.580000
949,69264.000,2.400000,2.640000,-6.800000,-0.580000,2.630000,0.430000,-1.310000,0.580000
950,69420.000,2.170000,2.940000,-6.730000,-0.540000,2.580000,0.490000,-1.340000,0.570000
951,69576.000,1.950000,3.230000,-6.640000,-0.480000,2.540000,0.550000,-1.360000,0.570000
952,69732.000,1.740000,3.500000,-6.540000,-0.430000,2.490000,0.620000,-1.380000,0.570000
953,69888.000,1.510000,3.770000,-6.450000,-0.390000,2.420000,0.700000,-1.390000,0.570000
954,70044.000,1.280000,4.060000,-6.340000,-0.330000,2.360000,0.770000,-1.400000,0.570000
955,70200.000,1.030000,4.310000,-6.220000,-0.290000,2.270000,0.850000,-1.400000,0.570000
956,70356.000,0.780000,4.580000,-6.070000,-0.230000,2.190000,0.930000,-1.390000,0.570000
957,70512.000,0.520000,4.840000,-5.910000,-0.180000,2.090000,0.990000,-1.360000,0.570000
958,70668.000,0.260000,5.090000,-5.760000,-0.130000,1.990000,1.060000,-1.330000,0.570000
959,70824.000,0.000000,5.310000,-5.560000,-0.080000,1.880000,1.120000,-1.290000,0.570000
960,70980.000,-0.280000,5.540000,-5.360000,-0.030000,1.780000,1.170000,-1.250000,0.560000
961,71136.000,-0.550000,5.690000,-5.140000,0.000000,1.700000,1.220000,-1.210000,0.570000
962,71292.000,-0.800000,5.850000,-4.920000,0.040000,1.620000,1.260000,-1.180000,0.560000
963,71448.000,-1.080000,6.030000,-4.680000,0.090000,1.550000,1.290000,-1.150000,0.560000
964,71604.000,-1.350000,6.200000,-4.430000,0.140000,1.500000,1.320000,-1.130000,0.560000
965,71760.000,-1.630000,6.340000,-4.160000,0.180000,1.430000,1.360000,-1.110000,0.560000
966,71916.000,-1.900000,6.440000,-3.880000,0.220000,1.370000,1.410000,-1.100000,0.560000
967,72072.000,-2.140000,6.490000,-3.570000,0.260000,1.320000,1.440000,-1.070000,0.560000
968,72228.000,-2.400000,6.520000,-3.250000,0.290000,1.260000,1.460000,-1.050000,0.550000
969,72384.000,-2.640000,6.550000,-2.930000,0.320000,1.220000,1.470000,-1.010000,0.560000
970,72540.000,-2.880000,6.580000,-2.600000,0.360000,1.160000,1.470000,-0.970000,0.550000
971,72696.000,-3.110000,6.600000,-2.290000,0.400000,1.110000,1.470000,-0.920000,0.550000
972,72852.000,-3.330000,6.610000,-2.000000,0.420000,1.030000,1.490000,-0.860000,0.550000
973,73008.000,-3.510000,6.610000,-1.700000,0.460000,0.960000,1.510000,-0.820000,0.550000
974,73164.000,-3.710000,6.600000,-1.390000,0.500000,0.870000,1.540000,-0.770000,0.540000
975,73320.000,-3.900000,6.570000,-1.090000,0.520000,0.800000,1.560000,-0.720000,0.540000
976,73476.000,-4.090000,6.530000,-0.760000,0.560000,0.730000,1.570000,-0.660000,0.540000
977,73632.000,-4.270000,6.470000,-0.450000,0.580000,0.660000,1.560000,-0.590000,0.540000
978,73788.000,-4.450000,6.410000,-0.120000,0.610000,0.600000,1.530000,-0.520000,0.530000
979,73944.000,-4.620000,6.340000,0.220000,0.640000,0.550000,1.500000,-0.430000,0.540000
980,74100.000,-4.800000,6.250000,0.560000,0.670000,0.480000,1.460000,-0.350000,0.530000
981,74256.000,-4.960000,6.130000,0.890000,0.680000,0.430000,1.420000,-0.250000,0.530000
982,74412.000,-5.090000,5.990000,1.230000,0.710000,0.380000,1.360000,-0.150000,0.530000
983,74568.000,-5.230000,5.830000,1.550000,0.710000,0.340000,1.300000,-0.060000,0.520000
984,74724.000,-5.340000,5.680000,1.860000,0.730000,0.310000,1.250000,0.020000,0.520000
985,74880.000,-5.440000,5.490000,2.190000,0.740000,0.270000,1.210000,0.080000,0.520000
986,75036.000,-5.540000,5.290000,2.530000,0.760000,0.240000,1.180000,0.150000,0.520000
987,75192.000,-5.620000,5.080000,2.860000,0.770000,0.180000,1.150000,0.210000,0.510000
988,75348.000,-5.650000,4.850000,3.150000,0.780000,0.130000,1.140000,0.280000,0.510000
989,75504.000,-5.660000,4.570000,3.440000,0.780000,0.080000,1.110000,0.350000,0.510000
990,75660.000,-5.640000,4.290000,3.740000,0.790000,0.050000,1.080000,0.400000,0.510000
991,75816.000,-5.640000,3.990000,4.030000,0.790000,0.020000,1.030000,0.460000,0.500000
992,75972.000,-5.630000,3.710000,4.300000,0.790000,0.010000,0.980000,0.530000,0.500000
993,76128.000,-5.610000,3.440000,4.550000,0.790000,0.000000,0.920000,0.590000,0.500000
994,76284.000,-5.570000,3.190000,4.780000,0.800000,-0.020000,0.870000,0.660000,0.500000
995,76440.000,-5.530000,2.920000,5.000000,0.790000,-0.040000,0.820000,0.720000,0.500000
996,76596.000,-5.480000,2.640000,5.230000,0.790000,-0.060000,0.780000,0.770000,0.490000
997,76752.000,-5.420000,2.340000,5.460000,0.790000,-0.070000,0.730000,0.820000,0.490000
998,76908.000,-5.340000,2.040000,5.660000,0.780000,-0.060000,0.670000,0.870000,0.490000
999,77064.000,-5.250000,1.730000,5.820000,0.760000,-0.040000,0.580000,0.920000,0.480000
1000,77220.000,-5.150000,1.430000,5.990000,0.750000,-0.010000,0.490000,0.960000,0.480000
1001,77376.000,-5.050000,1.140000,6.160000,0.750000,0.030000,0.410000,1.000000,0.480000
1002,77532.000,-4.920000,0.820000,6.320000,0.740000,0.080000,0.320000,1.030000,0.470000
1003,77688.000,-4.770000,0.490000,6.460000,0.720000,0.130000,0.230000,1.060000,0.470000
1004,77844.000,-4.620000,0.180000,6.580000,0.710000,0.190000,0.130000,1.090000,0.470000
1005,78000.000,-4.440000,-0.120000,6.690000,0.710000,0.240000,0.040000,1.130000,0.470000
1006,78156.000,-4.260000,-0.460000,6.790000,0.690000,0.270000,-0.030000,1.160000,0.460000
1007,78312.000,-4.070000,-0.780000,6.870000,0.670000,0.310000,-0.090000,1.190000,0.470000
1008,78468.000,-3.850000,-1.090000,6.920000,0.660000,0.330000,-0.170000,1.230000,0.460000
1009,78624.000,-3.610000,-1.380000,6.940000,0.650000,0.360000,-0.240000,1.260000,0.460000
1010,78780.000,-3.370000,-1.670000,6.920000,0.620000,0.380000,-0.310000,1.300000,0.450000
1011,78936.000,-3.110000,-1.960000,6.910000,0.610000,0.400000,-0.370000,1.320000,0.450000
1012,79092.000,-2.830000,-2.260000,6.910000,0.600000,0.430000,-0.430000,1.350000,0.450000
1013,79248.000,-2.570000,-2.520000,6.860000,0.590000,0.470000,-0.490000,1.360000,0.440000
1014,79404.000,-2.300000,-2.780000,6.800000,0.570000,0.510000,-0.560000,1.390000,0.440000
1015,79560.000,-2.040000,-3.020000,6.750000,0.560000,0.550000,-0.630000,1.410000,0.440000
1016,79716.000,-1.770000,-3.240000,6.680000,0.550000,0.580000,-0.700000,1.440000,0.440000
1017,79872.000,-1.490000,-3.490000,6.610000,0.540000,0.610000,-0.750000,1.450000,0.430000
1018,80028.000,-1.220000,-3.740000,6.510000,0.510000,0.660000,-0.810000,1.460000,0.430000
1019,80184.000,-0.940000,-3.980000,6.430000,0.500000,0.700000,-0.870000,1.460000,0.430000
1020,80340.000,-0.640000,-4.190000,6.310000,0.490000,0.760000,-0.920000,1.440000,0.420000
1021,80496.000,-0.350000,-4.420000,6.180000,0.470000,0.840000,-0.970000,1.410000,0.420000
1022,80652.000,-0.040000,-4.620000,6.030000,0.450000,0.910000,-1.010000,1.370000,0.420000
1023,80808.000,0.250000,-4.830000,5.880000,0.430000,1.000000,-1.050000,1.320000,0.420000
1024,80964.000,0.560000,-5.010000,5.690000,0.410000,1.090000,-1.090000,1.260000,0.420000
1025,81120.000,0.860000,-5.170000,5.520000,0.400000,1.180000,-1.120000,1.200000,0.420000
1026,81276.000,1.160000,-5.300000,5.310000,0.390000,1.250000,-1.150000,1.150000,0.410000
1027,81432.000,1.460000,-5.460000,5.100000,0.360000,1.320000,-1.180000,1.110000,0.410000
1028,81588.000,1.790000,-5.660000,4.880000,0.330000,1.380000,-1.220000,1.080000,0.410000
1029,81744.000,2.120000,-5.780000,4.640000,0.320000,1.440000,-1.250000,1.050000,0.410000
1030,81900.000,2.430000,-5.850000,4.360000,0.310000,1.510000,-1.310000,1.020000,0.400000
1031,82056.000,2.730000,-5.870000,4.090000,0.310000,1.580000,-1.350000,1.000000,0.410000
1032,82212.000,3.000000,-5.880000,3.800000,0.300000,1.630000,-1.370000,0.960000,0.400000
1033,82368.000,3.280000,-5.870000,3.490000,0.300000,1.680000,-1.390000,0.910000,0.400000
1034,82524.000,3.550000,-5.870000,3.190000,0.290000,1.740000,-1.400000,0.860000,0.400000
1035,82680.000,3.810000,-5.870000,2.890000,0.270000,1.790000,-1.400000,0.810000,0.400000
1036,82836.000,4.070000,-5.860000,2.600000,0.270000,1.850000,-1.420000,0.750000,0.390000
1037,82992.000,4.300000,-5.830000,2.320000,0.260000,1.920000,-1.440000,0.710000,0.390000
1038,83148.000,4.530000,-5.810000,2.030000,0.250000,1.970000,-1.470000,0.670000,0.390000
1039,83304.000,4.710000,-5.750000,1.720000,0.220000,2.030000,-1.480000,0.630000,0.390000
1040,83460.000,4.920000,-5.680000,1.410000,0.210000,2.070000,-1.480000,0.580000,0.390000
1041,83616.000,5.130000,-5.610000,1.100000,0.200000,2.110000,-1.470000,0.520000,0.380000
1042,83772.000,5.330000,-5.540000,0.790000,0.190000,2.140000,-1.440000,0.460000,0.380000
1043,83928.000,5.520000,-5.440000,0.480000,0.180000,2.170000,-1.410000,0.400000,0.380000
1044,84084.000,5.700000,-5.330000,0.160000,0.170000,2.200000,-1.370000,0.320000,0.380000
1045,84240.000,5.870000,-5.200000,-0.170000,0.160000,2.230000,-1.320000,0.250000,0.380000
1046,84396.000,6.030000,-5.030000,-0.490000,0.170000,2.260000,-1.280000,0.160000,0.380000
1047,84552.000,6.150000,-4.880000,-0.820000,0.150000,2.290000,-1.220000,0.070000,0.380000
1048,84708.000,6.280000,-4.720000,-1.120000,0.140000,2.310000,-1.180000,0.000000,0.370000
1049,84864.000,6.390000,-4.540000,-1.450000,0.130000,2.340000,-1.140000,-0.060000,0.380000
1050,85020.000,6.500000,-4.330000,-1.780000,0.130000,2.380000,-1.110000,-0.130000,0.380000
1051,85176.000,6.580000,-4.100000,-2.090000,0.130000,2.420000,-1.090000,-0.210000,0.370000
1052,85332.000,6.620000,-3.860000,-2.380000,0.120000,2.470000,-1.060000,-0.290000,0.370000
1053,85488.000,6.630000,-3.590000,-2.660000,0.120000,2.510000,-1.030000,-0.360000,0.370000
1054,85644.000,6.660000,-3.310000,-2.950000,0.130000,2.530000,-0.990000,-0.410000,0.370000
1055,85800.000,6.650000,-3.040000,-3.230000,0.120000,2.530000,-0.950000,-0.480000,0.360000
1056,85956.000,6.640000,-2.750000,-3.510000,0.120000,2.540000,-0.890000,-0.530000,0.370000
1057,86112.000,6.610000,-2.480000,-3.750000,0.120000,2.540000,-0.850000,-0.590000,0.360000
1058,86268.000,6.580000,-2.220000,-4.000000,0.120000,2.550000,-0.800000,-0.650000,0.360000
1059,86424.000,6.530000,-1.970000,-4.200000,0.120000,2.560000,-0.760000,-0.710000,0.360000
1060,86580.000,6.480000,-1.680000,-4.450000,0.110000,2.570000,-0.730000,-0.750000,0.360000
1061,86736.000,6.420000,-1.410000,-4.690000,0.100000,2.580000,-0.680000,-0.800000,0.360000
1062,86892.000,6.330000,-1.130000,-4.890000,0.100000,2.570000,-0.620000,-0.850000,0.360000
1063,87048.000,6.240000,-0.850000,-5.090000,0.100000,2.540000,-0.560000,-0.890000,0.360000
1064,87204.000,6.130000,-0.560000,-5.290000,0.090000,2.510000,-0.490000,-0.930000,0.360000
1065,87360.000,6.010000,-0.280000,-5.490000,0.080000,2.460000,-0.410000,-0.960000,0.360000
1066,87516.000,5.860000,0.010000,-5.660000,0.070000,2.400000,-0.320000,-1.000000,0.360000
1067,87672.000,5.700000,0.330000,-5.820000,0.070000,2.350000,-0.220000,-1.040000,0.360000
1068,87828.000,5.530000,0.610000,-5.960000,0.060000,2.270000,-0.130000,-1.060000,0.360000
1069,87984.000,5.350000,0.910000,-6.080000,0.060000,2.220000,-0.030000,-1.100000,0.360000
1070,88140.000,5.150000,1.210000,-6.190000,0.050000,2.160000,0.030000,-1.130000,0.350000
1071,88296.000,4.940000,1.520000,-6.290000,0.050000,2.140000,0.100000,-1.160000,0.360000
1072,88452.000,4.690000,1.830000,-6.370000,0.050000,2.100000,0.160000,-1.200000,0.350000
1073,88608.000,4.430000,2.110000,-6.430000,0.030000,2.090000,0.220000,-1.240000,0.350000
1074,88764.000,4.150000,2.370000,-6.430000,0.030000,2.070000,0.270000,-1.280000,0.350000
1075,88920.000,3.870000,2.670000,-6.430000,0.030000,2.060000,0.320000,-1.310000,0.350000
1076,89076.000,3.570000,2.950000,-6.420000,0.030000,2.030000,0.360000,-1.320000,0.350000
1077,89232.000,3.270000,3.210000,-6.420000,0.020000,2.000000,0.400000,-1.340000,0.350000
1078,89388.000,2.990000,3.450000,-6.380000,0.020000,1.960000,0.450000,-1.350000,0.350000
1079,89544.000,2.700000,3.680000,-6.360000,0.000000,1.920000,0.520000,-1.380000,0.350000
1080,89700.000,2.400000,3.880000,-6.310000,-0.010000,1.870000,0.590000,-1.400000,0.350000
1081,89856.000,2.090000,4.090000,-6.260000,-0.020000,1.820000,0.660000,-1.420000,0.350000
1082,90012.000,1.800000,4.310000,-6.200000,-0.030000,1.750000,0.740000,-1.430000,0.350000
1083,90168.000,1.490000,4.500000,-6.120000,-0.040000,1.670000,0.810000,-1.430000,0.350000
1084,90324.000,1.170000,4.700000,-6.030000,-0.050000,1.590000,0.880000,-1.410000,0.350000
