点号,相对时间(微秒),  1:母线电压Ua(V),  2:母线电压Ub(V),  3:母线电压Uc(V),  4:母线零序电压3Uo(V),  5:降压变高压侧电流Ia(A),  6:降压变高压侧电流Ib(A),  7:降压变高压侧电流Ic(A),  8:降压变高压侧电流3Io(A)
11354,1035300.000,4.731000,-62.300000,66.923000,5.298000,-2.272000,0.406000,1.840000,-0.002000
11355,1035400.000,6.926000,-63.257000,65.531000,5.204000,-2.229000,0.328000,1.891000,-0.003000
11356,1035500.000,9.074000,-64.143000,64.099000,5.119000,-2.194000,0.259000,1.935000,0.000000
11357,1035600.000,11.136000,-64.960000,62.629000,4.971000,-2.168000,0.164000,1.995000,-0.002000
11358,1035700.000,13.198000,-65.707000,61.136000,4.885000,-2.134000,0.069000,2.021000,-0.003000
11359,1035800.000,15.245000,-66.384000,59.572000,4.769000,-2.091000,-0.009000,2.082000,-0.002000
11360,1035900.000,17.268000,-66.998000,57.884000,4.613000,-2.039000,-0.104000,2.116000,-0.002000
11361,1036000.000,19.369000,-67.613000,56.079000,4.442000,-1.996000,-0.207000,2.159000,-0.002000
11362,1036100.000,21.618000,-68.289000,54.267000,4.302000,-1.944000,-0.294000,2.228000,-0.003000
11363,1036200.000,24.031000,-69.075000,52.454000,4.201000,-1.875000,-0.389000,2.263000,-0.002000
11364,1036300.000,26.560000,-69.977000,50.618000,4.084000,-1.823000,-0.501000,2.297000,-0.002000
11365,1036400.000,29.097000,-71.020000,48.814000,3.890000,-1.762000,-0.579000,2.323000,-0.002000
11366,1036500.000,31.602000,-72.132000,47.079000,3.703000,-1.719000,-0.657000,2.367000,-0.002000
11367,1036600.000,34.108000,-73.190000,45.445000,3.610000,-1.676000,-0.726000,2.392000,0.000000
11368,1036700.000,36.489000,-74.085000,43.835000,3.524000,-1.616000,-0.786000,2.401000,-0.002000
11369,1036800.000,38.684000,-74.722000,42.069000,3.407000,-1.572000,-0.855000,2.401000,-0.003000
11370,1036900.000,40.707000,-75.135000,40.101000,3.228000,-1.512000,-0.916000,2.401000,-0.002000
11371,1037000.000,42.598000,-75.282000,37.931000,2.956000,-1.477000,-0.968000,2.418000,0.000000
11372,1037100.000,44.497000,-75.096000,35.581000,2.832000,-1.417000,-1.011000,2.410000,-0.002000
11373,1037200.000,46.326000,-74.629000,33.014000,2.653000,-1.356000,-1.054000,2.410000,-0.003000
11374,1037300.000,48.100000,-74.030000,30.299000,2.482000,-1.296000,-1.106000,2.410000,-0.003000
11375,1037400.000,49.804000,-73.447000,27.530000,2.217000,-1.253000,-1.175000,2.436000,0.000000
11376,1037500.000,51.462000,-72.887000,24.784000,1.890000,-1.201000,-1.227000,2.436000,-0.002000
11377,1037600.000,53.104000,-72.210000,22.217000,1.758000,-1.140000,-1.296000,2.427000,-0.003000
11378,1037700.000,54.614000,-71.549000,19.813000,1.618000,-1.089000,-1.357000,2.427000,-0.002000
11379,1037800.000,56.014000,-70.973000,17.565000,1.486000,-1.011000,-1.434000,2.444000,-0.002000
11380,1037900.000,57.283000,-70.460000,15.418000,1.268000,-0.959000,-1.486000,2.453000,-0.003000
11381,1038000.000,58.364000,-69.837000,13.263000,1.019000,-0.898000,-1.547000,2.436000,-0.002000
11382,1038100.000,59.376000,-68.951000,11.155000,0.902000,-0.812000,-1.599000,2.427000,0.000000
11383,1038200.000,60.349000,-67.970000,9.008000,0.770000,-0.752000,-1.668000,2.418000,0.000000
11384,1038300.000,61.337000,-67.014000,6.760000,0.615000,-0.691000,-1.728000,2.401000,0.000000
11385,1038400.000,62.310000,-66.010000,4.364000,0.373000,-0.605000,-1.771000,2.375000,0.000000
11386,1038500.000,63.213000,-64.921000,1.953000,0.124000,-0.527000,-1.823000,2.358000,0.000000
11387,1038600.000,64.108000,-63.762000,-0.342000,0.000000,-0.458000,-1.875000,2.332000,-0.002000
11388,1038700.000,64.964000,-62.658000,-2.575000,-0.148000,-0.389000,-1.918000,2.297000,0.000000
11389,1038800.000,65.788000,-61.569000,-4.761000,-0.311000,-0.302000,-1.970000,2.280000,0.000000
11390,1038900.000,66.434000,-60.394000,-6.962000,-0.521000,-0.207000,-2.013000,2.237000,-0.003000
11391,1039000.000,66.917000,-59.079000,-9.117000,-0.716000,-0.130000,-2.057000,2.185000,-0.002000
11392,1039100.000,67.376000,-57.617000,-11.280000,-0.864000,-0.052000,-2.091000,2.159000,-0.002000
11393,1039200.000,67.905000,-56.123000,-13.582000,-1.035000,0.043000,-2.143000,2.116000,-0.002000
11394,1039300.000,68.481000,-54.513000,-16.103000,-1.214000,0.138000,-2.186000,2.056000,-0.003000
11395,1039400.000,69.080000,-52.864000,-18.810000,-1.478000,0.225000,-2.238000,1.995000,-0.002000
11396,1039500.000,69.843000,-51.200000,-21.626000,-1.711000,0.337000,-2.281000,1.943000,-0.002000
11397,1039600.000,70.761000,-49.652000,-24.496000,-1.937000,0.423000,-2.307000,1.891000,-0.002000
11398,1039700.000,71.773000,-48.174000,-27.351000,-2.124000,0.518000,-2.342000,1.848000,-0.002000
11399,1039800.000,72.683000,-46.688000,-30.082000,-2.334000,0.587000,-2.376000,1.814000,-0.003000
11400,1039900.000,73.399000,-45.225000,-32.688000,-2.559000,0.648000,-2.402000,1.753000,-0.005000
11401,1040000.000,73.944000,-43.678000,-35.099000,-2.762000,0.700000,-2.411000,1.701000,-0.003000
11402,1040100.000,74.278000,-42.005000,-37.402000,-2.917000,0.778000,-2.419000,1.650000,-0.003000
11403,1040200.000,74.263000,-40.146000,-39.611000,-3.120000,0.829000,-2.428000,1.615000,-0.002000
11404,1040300.000,73.959000,-38.046000,-41.711000,-3.306000,0.881000,-2.428000,1.555000,-0.002000
11405,1040400.000,73.500000,-35.774000,-43.781000,-3.438000,0.942000,-2.437000,1.511000,-0.003000
11406,1040500.000,72.956000,-33.449000,-45.795000,-3.563000,0.985000,-2.437000,1.451000,-0.002000
11407,1040600.000,72.325000,-31.076000,-47.787000,-3.742000,1.045000,-2.437000,1.391000,-0.002000
11408,1040700.000,71.539000,-28.727000,-49.755000,-3.936000,1.114000,-2.445000,1.347000,0.000000
11409,1040800.000,70.769000,-26.378000,-51.583000,-4.108000,1.175000,-2.437000,1.278000,0.000000
11410,1040900.000,70.045000,-24.137000,-53.255000,-4.201000,1.235000,-2.437000,1.218000,0.000000
11411,1041000.000,69.329000,-21.990000,-54.811000,-4.263000,1.305000,-2.445000,1.140000,-0.003000
11412,1041100.000,68.512000,-19.898000,-56.359000,-4.426000,1.356000,-2.437000,1.080000,-0.002000
11413,1041200.000,67.594000,-17.774000,-57.892000,-4.590000,1.434000,-2.428000,1.011000,0.000000
11414,1041300.000,66.668000,-15.596000,-59.385000,-4.738000,1.495000,-2.419000,0.933000,-0.002000
11415,1041400.000,65.749000,-13.379000,-60.801000,-4.808000,1.555000,-2.402000,0.855000,-0.002000
11416,1041500.000,64.785000,-11.069000,-62.232000,-4.839000,1.616000,-2.402000,0.777000,-0.003000
11417,1041600.000,63.711000,-8.743000,-63.780000,-5.033000,1.667000,-2.368000,0.717000,-0.003000
11418,1041700.000,62.668000,-6.480000,-65.321000,-5.204000,1.719000,-2.350000,0.639000,0.000000
11419,1041800.000,61.703000,-4.317000,-66.713000,-5.329000,1.771000,-2.333000,0.579000,-0.002000
11420,1041900.000,60.715000,-2.209000,-67.966000,-5.391000,1.823000,-2.307000,0.492000,-0.002000
11421,1042000.000,59.664000,-0.086000,-69.055000,-5.399000,1.866000,-2.290000,0.432000,-0.002000
11422,1042100.000,58.419000,1.890000,-69.980000,-5.523000,1.901000,-2.255000,0.354000,-0.003000
11423,1042200.000,57.042000,3.780000,-70.696000,-5.609000,1.944000,-2.229000,0.276000,-0.002000
11424,1042300.000,55.540000,5.733000,-71.241000,-5.671000,1.978000,-2.178000,0.190000,-0.002000
11425,1042400.000,53.890000,7.888000,-71.762000,-5.679000,2.030000,-2.134000,0.104000,-0.003000
11426,1042500.000,52.131000,10.221000,-72.314000,-5.663000,2.073000,-2.091000,0.017000,-0.002000
11427,1042600.000,50.302000,12.578000,-73.022000,-5.772000,2.117000,-2.031000,-0.069000,-0.002000
11428,1042700.000,48.520000,15.005000,-73.901000,-5.897000,2.168000,-1.970000,-0.173000,-0.002000
11429,1042800.000,46.824000,17.549000,-74.920000,-5.998000,2.194000,-1.936000,-0.259000,0.000000
11430,1042900.000,45.205000,20.147000,-75.994000,-6.052000,2.238000,-1.875000,-0.363000,-0.003000
11431,1043000.000,43.664000,22.644000,-76.997000,-6.076000,2.281000,-1.832000,-0.449000,-0.003000
11432,1043100.000,42.108000,24.970000,-77.946000,-6.161000,2.298000,-1.780000,-0.510000,0.000000
11433,1043200.000,40.427000,27.210000,-78.755000,-6.294000,2.324000,-1.737000,-0.596000,-0.002000
11434,1043300.000,38.645000,29.481000,-79.284000,-6.340000,2.341000,-1.676000,-0.648000,0.000000
11435,1043400.000,36.692000,31.714000,-79.525000,-6.317000,2.367000,-1.624000,-0.726000,0.000000
11436,1043500.000,34.591000,33.892000,-79.533000,-6.270000,2.359000,-1.573000,-0.795000,-0.002000
11437,1043600.000,32.357000,36.031000,-79.463000,-6.278000,2.367000,-1.512000,-0.855000,-0.002000
11438,1043700.000,29.953000,38.186000,-79.307000,-6.332000,2.376000,-1.460000,-0.907000,-0.003000
11439,1043800.000,27.556000,40.333000,-78.996000,-6.301000,2.384000,-1.400000,-0.976000,0.000000
11440,1043900.000,25.237000,42.355000,-78.576000,-6.223000,2.393000,-1.348000,-1.028000,0.000000
11441,1044000.000,22.996000,44.214000,-78.117000,-6.192000,2.402000,-1.287000,-1.097000,-0.002000
11442,1044100.000,20.832000,45.941000,-77.666000,-6.169000,2.393000,-1.227000,-1.166000,0.000000
11443,1044200.000,18.708000,47.567000,-77.098000,-6.130000,2.402000,-1.175000,-1.218000,-0.002000
11444,1044300.000,16.599000,49.068000,-76.351000,-6.060000,2.402000,-1.115000,-1.296000,-0.002000
11445,1044400.000,14.490000,50.484000,-75.566000,-6.013000,2.402000,-1.037000,-1.356000,-0.003000
11446,1044500.000,12.342000,51.946000,-74.803000,-5.959000,2.402000,-0.976000,-1.425000,-0.002000
11447,1044600.000,10.109000,53.510000,-74.041000,-5.920000,2.384000,-0.899000,-1.477000,0.000000
11448,1044700.000,7.821000,55.089000,-73.170000,-5.811000,2.393000,-0.838000,-1.546000,-0.002000
11449,1044800.000,5.595000,56.567000,-72.275000,-5.710000,2.359000,-0.769000,-1.606000,-0.002000
11450,1044900.000,3.440000,58.006000,-71.513000,-5.710000,2.359000,-0.691000,-1.658000,-0.002000
11451,1045000.000,1.331000,59.414000,-70.797000,-5.687000,2.341000,-0.631000,-1.710000,-0.002000
11452,1045100.000,-0.700000,60.728000,-69.903000,-5.601000,2.324000,-0.544000,-1.753000,-0.002000
11453,1045200.000,-2.638000,61.786000,-68.806000,-5.477000,2.281000,-0.493000,-1.814000,0.000000
11454,1045300.000,-4.482000,62.619000,-67.584000,-5.352000,2.263000,-0.415000,-1.831000,-0.003000
11455,1045400.000,-6.428000,63.303000,-66.215000,-5.274000,2.229000,-0.346000,-1.883000,0.000000
11456,1045500.000,-8.513000,63.941000,-64.605000,-5.197000,2.194000,-0.259000,-1.926000,-0.002000
11457,1045600.000,-10.685000,64.579000,-62.730000,-4.987000,2.160000,-0.164000,-1.952000,-0.002000
11458,1045700.000,-12.918000,65.193000,-60.786000,-4.815000,2.117000,-0.086000,-2.004000,-0.002000
11459,1045800.000,-15.245000,65.956000,-58.934000,-4.644000,2.065000,0.017000,-2.064000,0.002000
11460,1045900.000,-17.735000,66.889000,-57.192000,-4.535000,2.022000,0.095000,-2.116000,-0.002000
11461,1046000.000,-20.249000,67.862000,-55.558000,-4.496000,1.978000,0.207000,-2.159000,-0.003000
11462,1046100.000,-22.591000,68.912000,-53.987000,-4.333000,1.935000,0.294000,-2.220000,-0.002000
11463,1046200.000,-24.824000,69.970000,-52.532000,-4.193000,1.892000,0.372000,-2.263000,0.000000
11464,1046300.000,-27.050000,71.012000,-51.077000,-4.030000,1.840000,0.475000,-2.297000,-0.002000
11465,1046400.000,-29.299000,71.883000,-49.576000,-3.944000,1.788000,0.562000,-2.332000,-0.002000
11466,1046500.000,-31.517000,72.552000,-47.935000,-3.921000,1.736000,0.631000,-2.349000,0.002000
11467,1046600.000,-33.626000,73.136000,-46.083000,-3.703000,1.676000,0.700000,-2.358000,-0.002000
11468,1046700.000,-35.774000,73.657000,-44.053000,-3.493000,1.633000,0.769000,-2.384000,-0.002000
11469,1046800.000,-38.030000,74.108000,-41.867000,-3.283000,1.572000,0.830000,-2.392000,-0.002000
11470,1046900.000,-40.303000,74.357000,-39.626000,-3.143000,1.512000,0.907000,-2.392000,-0.002000
11471,1047000.000,-42.466000,74.419000,-37.347000,-3.057000,1.469000,0.951000,-2.401000,-0.002000
11472,1047100.000,-44.458000,74.473000,-34.998000,-2.832000,1.417000,1.011000,-2.410000,-0.002000
11473,1047200.000,-46.365000,74.435000,-32.641000,-2.598000,1.356000,1.054000,-2.410000,-0.003000
11474,1047300.000,-48.116000,74.217000,-30.315000,-2.388000,1.305000,1.115000,-2.410000,-0.002000
11475,1047400.000,-49.711000,73.719000,-27.981000,-2.256000,1.253000,1.167000,-2.418000,-0.002000
11476,1047500.000,-51.174000,73.019000,-25.593000,-2.124000,1.201000,1.236000,-2.418000,0.000000
11477,1047600.000,-52.598000,72.342000,-23.057000,-1.883000,1.132000,1.287000,-2.427000,-0.002000
11478,1047700.000,-54.061000,71.642000,-20.459000,-1.626000,1.063000,1.348000,-2.427000,-0.003000
11479,1047800.000,-55.555000,70.895000,-17.822000,-1.400000,1.002000,1.426000,-2.418000,-0.002000
11480,1047900.000,-57.065000,70.094000,-15.247000,-1.252000,0.933000,1.486000,-2.444000,-0.003000
11481,1048000.000,-58.543000,69.417000,-12.773000,-1.066000,0.881000,1.555000,-2.436000,0.000000
11482,1048100.000,-59.952000,68.865000,-10.416000,-0.864000,0.812000,1.599000,-2.418000,0.000000
11483,1048200.000,-61.228000,68.289000,-8.246000,-0.661000,0.743000,1.659000,-2.418000,0.000000
11484,1048300.000,-62.310000,67.628000,-6.215000,-0.513000,0.682000,1.711000,-2.401000,-0.002000
11485,1048400.000,-63.181000,66.827000,-4.348000,-0.420000,0.613000,1.763000,-2.384000,-0.002000
11486,1048500.000,-63.890000,65.932000,-2.505000,-0.257000,0.553000,1.806000,-2.358000,0.000000
11487,1048600.000,-64.442000,64.859000,-0.560000,-0.062000,0.484000,1.849000,-2.332000,0.000000
11488,1048700.000,-64.925000,63.498000,1.548000,0.062000,0.406000,1.901000,-2.297000,0.000000
11489,1048800.000,-65.392000,62.004000,3.812000,0.241000,0.311000,1.944000,-2.263000,0.000000
11490,1048900.000,-65.936000,60.511000,6.247000,0.467000,0.233000,1.987000,-2.211000,-0.002000
11491,1049000.000,-66.606000,58.986000,8.821000,0.669000,0.147000,2.031000,-2.185000,-0.002000
11492,1049100.000,-67.376000,57.485000,11.451000,0.895000,0.043000,2.082000,-2.133000,-0.002000
11493,1049200.000,-68.154000,55.991000,14.026000,1.050000,-0.043000,2.117000,-2.082000,-0.002000
11494,1049300.000,-68.948000,54.583000,16.569000,1.260000,-0.138000,2.178000,-2.038000,-0.002000
11495,1049400.000,-69.734000,53.238000,19.105000,1.486000,-0.225000,2.221000,-1.995000,-0.002000
11496,1049500.000,-70.442000,51.853000,21.610000,1.719000,-0.311000,2.255000,-1.935000,-0.002000
11497,1049600.000,-71.072000,50.328000,24.068000,1.898000,-0.397000,2.298000,-1.891000,0.000000
11498,1049700.000,-71.633000,48.687000,26.527000,2.038000,-0.484000,2.324000,-1.848000,0.000000
11499,1049800.000,-72.154000,47.015000,29.063000,2.233000,-0.553000,2.350000,-1.788000,-0.002000
11500,1049900.000,-72.644000,45.280000,31.707000,2.474000,-0.639000,2.368000,-1.727000,-0.002000
11501,1050000.000,-73.041000,43.475000,34.391000,2.762000,-0.717000,2.385000,-1.676000,0.000000
11502,1050100.000,-73.430000,41.585000,36.989000,2.917000,-0.778000,2.394000,-1.632000,-0.002000
11503,1050200.000,-73.773000,39.679000,39.455000,3.057000,-0.847000,2.402000,-1.581000,0.000000
11504,1050300.000,-73.991000,37.843000,41.844000,3.236000,-0.898000,2.419000,-1.529000,-0.002000
11505,1050400.000,-73.952000,35.961000,44.029000,3.438000,-0.950000,2.419000,-1.468000,0.000000
11506,1050500.000,-73.601000,34.047000,46.021000,3.680000,-0.985000,2.419000,-1.442000,0.000000
11507,1050600.000,-73.072000,31.932000,47.771000,3.765000,-1.054000,2.428000,-1.373000,-0.002000
11508,1050700.000,-72.356000,29.691000,49.444000,3.866000,-1.114000,2.411000,-1.313000,-0.002000
11509,1050800.000,-71.493000,27.327000,51.132000,3.960000,-1.166000,2.411000,-1.261000,-0.002000
11510,1050900.000,-70.450000,24.861000,52.890000,4.154000,-1.218000,2.411000,-1.183000,-0.002000
11511,1051000.000,-69.368000,22.340000,54.733000,4.388000,-1.287000,2.411000,-1.114000,-0.002000
11512,1051100.000,-68.489000,19.789000,56.593000,4.489000,-1.348000,2.402000,-1.054000,0.000000
11513,1051200.000,-67.773000,17.308000,58.506000,4.590000,-1.417000,2.385000,-0.985000,0.000000
11514,1051300.000,-67.065000,14.982000,60.381000,4.714000,-1.477000,2.394000,-0.916000,-0.002000
11515,1051400.000,-66.302000,12.804000,62.092000,4.893000,-1.555000,2.394000,-0.846000,0.002000
11516,1051500.000,-65.485000,10.812000,63.563000,5.088000,-1.590000,2.385000,-0.795000,0.000000
11517,1051600.000,-64.668000,8.868000,64.807000,5.119000,-1.641000,2.368000,-0.734000,-0.002000
11518,1051700.000,-63.703000,6.931000,65.826000,5.150000,-1.693000,2.368000,-0.656000,0.000000
11519,1051800.000,-62.450000,4.916000,66.713000,5.220000,-1.745000,2.324000,-0.596000,0.000000
11520,1051900.000,-61.003000,2.855000,67.514000,5.329000,-1.788000,2.298000,-0.527000,0.000000
11521,1052000.000,-59.493000,0.700000,68.355000,5.446000,-1.832000,2.281000,-0.440000,-0.003000
11522,1052100.000,-58.022000,-1.556000,69.218000,5.492000,-1.883000,2.229000,-0.363000,0.000000
11523,1052200.000,-56.520000,-3.866000,70.066000,5.516000,-1.918000,2.203000,-0.268000,-0.002000
11524,1052300.000,-54.972000,-6.145000,70.914000,5.578000,-1.970000,2.160000,-0.190000,-0.003000
11525,1052400.000,-53.477000,-8.323000,71.785000,5.687000,-2.013000,2.126000,-0.121000,-0.002000
11526,1052500.000,-52.053000,-10.447000,72.656000,5.780000,-2.065000,2.074000,-0.026000,0.000000
11527,1052600.000,-50.567000,-12.586000,73.403000,5.835000,-2.108000,2.031000,0.086000,-0.002000
11528,1052700.000,-48.995000,-14.764000,74.033000,5.835000,-2.143000,1.987000,0.181000,-0.002000
11529,1052800.000,-47.337000,-16.981000,74.679000,5.889000,-2.194000,1.927000,0.268000,0.000000
11530,1052900.000,-45.641000,-19.237000,75.418000,5.982000,-2.220000,1.866000,0.363000,-0.002000
11531,1053000.000,-43.890000,-21.640000,76.196000,6.060000,-2.263000,1.806000,0.458000,-0.003000
11532,1053100.000,-42.069000,-24.200000,77.020000,6.115000,-2.298000,1.754000,0.535000,-0.002000
11533,1053200.000,-40.217000,-26.798000,77.931000,6.200000,-2.307000,1.685000,0.605000,-0.003000
11534,1053300.000,-38.443000,-29.341000,78.872000,6.294000,-2.324000,1.642000,0.691000,-0.005000
11535,1053400.000,-36.692000,-31.799000,79.673000,6.340000,-2.350000,1.581000,0.751000,-0.002000
11536,1053500.000,-34.894000,-34.156000,80.256000,6.364000,-2.350000,1.538000,0.812000,-0.003000
11537,1053600.000,-32.964000,-36.358000,80.560000,6.371000,-2.359000,1.495000,0.864000,0.000000
11538,1053700.000,-30.910000,-38.334000,80.544000,6.418000,-2.350000,1.443000,0.916000,-0.002000
11539,1053800.000,-28.731000,-40.154000,80.186000,6.410000,-2.367000,1.374000,0.976000,-0.002000
11540,1053900.000,-26.396000,-41.982000,79.494000,6.309000,-2.359000,1.339000,1.019000,-0.002000
11541,1054000.000,-23.891000,-43.810000,78.600000,6.161000,-2.350000,1.262000,1.080000,-0.003000
11542,1054100.000,-21.276000,-45.583000,77.697000,6.138000,-2.367000,1.210000,1.140000,-0.002000
11543,1054200.000,-18.677000,-47.318000,76.787000,6.107000,-2.367000,1.158000,1.218000,-0.003000
11544,1054300.000,-16.155000,-49.076000,75.955000,6.083000,-2.367000,1.071000,1.287000,0.000000
11545,1054400.000,-13.766000,-50.896000,75.216000,5.982000,-2.376000,1.020000,1.347000,-0.002000
11546,1054500.000,-11.533000,-52.701000,74.593000,5.858000,-2.367000,0.951000,1.434000,0.000000
11547,1054600.000,-9.439000,-54.272000,74.095000,5.889000,-2.384000,0.890000,1.486000,-0.002000
11548,1054700.000,-7.478000,-55.665000,73.543000,5.889000,-2.376000,0.830000,1.529000,-0.003000
11549,1054800.000,-5.556000,-56.940000,72.812000,5.858000,-2.376000,0.760000,1.598000,-0.003000
11550,1054900.000,-3.634000,-58.161000,71.917000,5.733000,-2.359000,0.709000,1.650000,0.000000
11551,1055000.000,-1.712000,-59.313000,70.852000,5.570000,-2.333000,0.622000,1.701000,0.000000
11552,1055100.000,0.366000,-60.285000,69.669000,5.531000,-2.315000,0.553000,1.753000,-0.002000
11553,1055200.000,2.514000,-61.265000,68.409000,5.461000,-2.289000,0.484000,1.788000,-0.002000
11554,1055300.000,4.708000,-62.292000,67.102000,5.383000,-2.255000,0.423000,1.840000,0.000000
11555,1055400.000,6.833000,-63.295000,65.741000,5.251000,-2.238000,0.328000,1.883000,-0.002000
11556,1055500.000,8.809000,-64.182000,64.309000,5.049000,-2.203000,0.259000,1.935000,-0.002000
11557,1055600.000,10.848000,-64.921000,62.870000,4.987000,-2.168000,0.173000,1.995000,-0.003000
11558,1055700.000,12.871000,-65.582000,61.408000,4.924000,-2.134000,0.086000,2.030000,0.000000
11559,1055800.000,14.879000,-66.181000,59.821000,4.831000,-2.082000,-0.009000,2.073000,-0.002000
11560,1055900.000,16.871000,-66.749000,58.086000,4.652000,-2.030000,-0.095000,2.125000,0.000000
11561,1056000.000,18.933000,-67.372000,56.227000,4.395000,-1.978000,-0.190000,2.168000,-0.002000
11562,1056100.000,21.268000,-68.056000,54.391000,4.310000,-1.927000,-0.302000,2.211000,-0.002000
11563,1056200.000,23.782000,-68.919000,52.602000,4.209000,-1.875000,-0.397000,2.246000,-0.003000
11564,1056300.000,26.334000,-69.915000,50.828000,4.100000,-1.823000,-0.493000,2.289000,-0.002000
11565,1056400.000,28.863000,-71.028000,49.062000,3.921000,-1.771000,-0.570000,2.323000,-0.002000
11566,1056500.000,31.369000,-72.179000,47.398000,3.734000,-1.719000,-0.648000,2.358000,-0.002000
11567,1056600.000,33.844000,-73.260000,45.850000,3.649000,-1.667000,-0.726000,2.384000,-0.003000
11568,1056700.000,36.202000,-74.147000,44.247000,3.555000,-1.607000,-0.795000,2.401000,-0.003000
11569,1056800.000,38.380000,-74.738000,42.450000,3.431000,-1.564000,-0.847000,2.410000,-0.003000
11570,1056900.000,40.388000,-75.111000,40.412000,3.221000,-1.529000,-0.907000,2.410000,-0.002000
11571,1057000.000,42.373000,-75.212000,38.172000,3.034000,-1.460000,-0.951000,2.410000,-0.003000
11572,1057100.000,44.334000,-75.049000,35.721000,2.824000,-1.408000,-1.002000,2.401000,-0.002000
11573,1057200.000,46.256000,-74.645000,33.100000,2.661000,-1.356000,-1.054000,2.410000,0.000000
11574,1057300.000,48.077000,-74.123000,30.362000,2.466000,-1.305000,-1.106000,2.418000,-0.002000
11575,1057400.000,49.867000,-73.610000,27.655000,2.209000,-1.244000,-1.167000,2.427000,0.000000
11576,1057500.000,51.594000,-73.089000,25.041000,1.992000,-1.209000,-1.236000,2.427000,-0.002000
11577,1057600.000,53.166000,-72.459000,22.528000,1.836000,-1.140000,-1.296000,2.436000,-0.003000
11578,1057700.000,54.528000,-71.852000,20.163000,1.618000,-1.071000,-1.357000,2.444000,0.000000
11579,1057800.000,55.820000,-71.276000,17.962000,1.424000,-1.028000,-1.426000,2.444000,-0.002000
11580,1057900.000,57.065000,-70.623000,15.838000,1.299000,-0.968000,-1.486000,2.436000,0.000000
11581,1058000.000,58.170000,-69.806000,13.660000,1.136000,-0.890000,-1.547000,2.436000,-0.002000
11582,1058100.000,59.143000,-68.873000,11.427000,0.965000,-0.812000,-1.607000,2.418000,-0.003000
11583,1058200.000,60.092000,-67.924000,9.125000,0.739000,-0.760000,-1.659000,2.418000,-0.002000
11584,1058300.000,61.174000,-66.990000,6.783000,0.529000,-0.691000,-1.720000,2.392000,-0.003000
11585,1058400.000,62.232000,-66.002000,4.450000,0.397000,-0.605000,-1.771000,2.384000,0.002000
11586,1058500.000,63.181000,-64.929000,2.194000,0.264000,-0.536000,-1.823000,2.367000,-0.002000
11587,1058600.000,64.006000,-63.902000,-0.023000,0.031000,-0.467000,-1.875000,2.332000,-0.002000
11588,1058700.000,64.831000,-62.938000,-2.217000,-0.179000,-0.371000,-1.927000,2.315000,-0.003000
11589,1058800.000,65.586000,-61.895000,-4.310000,-0.350000,-0.302000,-1.979000,2.272000,-0.002000
11590,1058900.000,66.170000,-60.643000,-6.348000,-0.475000,-0.233000,-2.005000,2.237000,0.000000
11591,1059000.000,66.621000,-59.181000,-8.456000,-0.568000,-0.138000,-2.057000,2.194000,0.000000
11592,1059100.000,67.111000,-57.726000,-10.790000,-0.809000,-0.035000,-2.100000,2.151000,-0.002000
11593,1059200.000,67.703000,-56.240000,-13.326000,-1.058000,0.043000,-2.152000,2.099000,-0.002000
11594,1059300.000,68.380000,-54.630000,-15.986000,-1.276000,0.156000,-2.186000,2.038000,-0.003000
11595,1059400.000,69.158000,-52.973000,-18.763000,-1.478000,0.233000,-2.221000,1.995000,0.000000
11596,1059500.000,70.115000,-51.371000,-21.618000,-1.626000,0.337000,-2.273000,1.943000,-0.005000
11597,1059600.000,71.135000,-49.986000,-24.473000,-1.906000,0.406000,-2.324000,1.900000,-0.003000
11598,1059700.000,72.107000,-48.656000,-27.250000,-2.163000,0.492000,-2.359000,1.857000,-0.003000
11599,1059800.000,72.893000,-47.232000,-29.848000,-2.388000,0.570000,-2.385000,1.805000,-0.003000
11600,1059900.000,73.531000,-45.669000,-32.330000,-2.544000,0.648000,-2.402000,1.762000,0.000000
11601,1060000.000,74.014000,-44.012000,-34.671000,-2.653000,0.708000,-2.402000,1.710000,-0.002000
11602,1060100.000,74.170000,-42.254000,-36.966000,-2.886000,0.752000,-2.419000,1.676000,0.002000
11603,1060200.000,74.029000,-40.263000,-39.245000,-3.112000,0.821000,-2.428000,1.606000,-0.002000
11604,1060300.000,73.726000,-38.046000,-41.501000,-3.298000,0.873000,-2.419000,1.546000,-0.002000
11605,1060400.000,73.391000,-35.759000,-43.672000,-3.438000,0.933000,-2.428000,1.520000,-0.002000
11606,1060500.000,72.994000,-33.456000,-45.756000,-3.540000,0.985000,-2.428000,1.460000,0.000000
11607,1060600.000,72.395000,-31.177000,-47.779000,-3.726000,1.045000,-2.428000,1.399000,0.000000
11608,1060700.000,71.679000,-28.914000,-49.669000,-3.921000,1.106000,-2.437000,1.347000,0.000000
11609,1060800.000,70.979000,-26.751000,-51.388000,-4.092000,1.166000,-2.437000,1.287000,-0.003000
11610,1060900.000,70.263000,-24.659000,-52.921000,-4.146000,1.227000,-2.445000,1.226000,-0.003000
11611,1061000.000,69.415000,-22.488000,-54.352000,-4.240000,1.279000,-2.445000,1.157000,-0.002000
11612,1061100.000,68.411000,-20.256000,-55.830000,-4.388000,1.348000,-2.428000,1.080000,-0.002000
11613,1061200.000,67.423000,-18.016000,-57.425000,-4.559000,1.425000,-2.428000,1.002000,-0.003000
